"code","level","cause","sex","0-28 days","1-59 months","5-14 years","15-29 years","30-49 years","50-59 years","60-69 years","70+ years","year","region"
"1A09a",4,"Malaria","Male",0,356,40,284,227,189,165,46,"2019","Wpr"
"1A09b",4,"Trypanosomiasis","Male",0,0,0,0,0,0,0,0,"2019","Wpr"
"1A09c",4,"Chagas disease","Male",0,0,0,0,0,0,0,2,"2019","Wpr"
"1A09d",4,"Schistosomiasis","Male",0,0,3,10,71,79,108,152,"2019","Wpr"
"1A09e",4,"Leishmaniasis","Male",0,0,0,0,0,0,0,0,"2019","Wpr"
"1A09f",4,"Lymphatic filariasis","Male",0,0,0,0,0,0,0,0,"2019","Wpr"
"1A09g",4,"Onchocerciasis","Male",0,0,0,0,0,0,0,0,"2019","Wpr"
"1A09h",4,"Cysticercosis","Male",0,0,5,23,81,53,46,39,"2019","Wpr"
"1A09i",4,"Echinococcosis","Male",0,4,16,21,96,97,114,191,"2019","Wpr"
"1A09j",4,"Dengue","Male",3,382,100,116,110,50,49,60,"2019","Wpr"
"1A09k",4,"Trachoma","Male",0,0,0,0,0,0,0,0,"2019","Wpr"
"1A09l",4,"Yellow fever","Male",0,0,0,0,0,0,0,0,"2019","Wpr"
"1A09m",4,"Rabies","Male",0,287,977,608,1794,1407,1300,682,"2019","Wpr"
"1A10",3,"Intestinal nematode infections","Male",0,9,7,3,4,3,5,9,"2019","Wpr"
"1A10a",4,"Ascariasis","Male",0,9,7,3,4,3,5,9,"2019","Wpr"
"1A10b",4,"Trichuriasis","Male",0,0,0,0,0,0,0,0,"2019","Wpr"
"1A10c",4,"Hookworm disease","Male",0,0,0,0,0,0,0,0,"2019","Wpr"
"1A10d",4,"Food-bourne trematodes","Male",0,0,0,0,0,0,0,0,"2019","Wpr"
"1A11",3,"Leprosy","Male",0,0,0,5,10,4,2,5,"2019","Wpr"
"1A12",3,"Other infectious diseases","Male",95,578,72,569,1143,1118,2083,11300,"2019","Wpr"
"1B",2,"Respiratory Infectious","Male",4489,15044,1159,2980,9032,12293,28674,189234,"2019","Wpr"
"1B01",3,"Lower respiratory infections","Male",4483,14957,1141,2952,8925,12174,28473,188191,"2019","Wpr"
"1B02",3,"Upper respiratory infections","Male",6,87,16,25,103,115,197,1035,"2019","Wpr"
"1B03",3,"Otitis media","Male",0,0,2,4,3,4,4,8,"2019","Wpr"
"1C",2,"Maternal conditions","Male",0,0,0,0,0,0,0,0,"2019","Wpr"
"1D",2,"Neonatal conditions","Male",51052,5051,4,1,1,0,1,0,"2019","Wpr"
"1D01",3,"Preterm birth complications","Male",23957,2220,1,0,0,0,0,0,"2019","Wpr"
"1D02",3,"Birth asphyxia and birth trauma","Male",17610,1067,1,0,0,0,0,0,"2019","Wpr"
"1D03",3,"Neonatal sepsis and infections","Male",5343,176,2,1,1,0,1,0,"2019","Wpr"
"1D04",3,"Other neonatal conditions","Male",4143,1587,0,0,0,0,0,0,"2019","Wpr"
"1E",2,"Nutritional deficiencies","Male",0,859,117,293,761,850,1491,11442,"2019","Wpr"
"1E01",3,"Protein-energy malnutrition","Male",0,679,76,157,378,414,747,7140,"2019","Wpr"
"1E02",3,"Iodine deficiency","Male",0,0,0,0,0,0,0,1,"2019","Wpr"
"1E03",3,"Vitamin A deficiency","Male",0,0,0,0,0,0,0,0,"2019","Wpr"
"1E04",3,"Iron-deficiency anaemia","Male",0,0,24,66,228,230,375,1195,"2019","Wpr"
"1E05",3,"Other nutritional deficiencies","Male",0,180,18,70,155,207,369,3105,"2019","Wpr"
"2",1,"Noncommunicable","Male",14092,23126,10361,54490,465770,798417,1462041,4031779,"2019","Wpr"
"2A",2,"Malignant neoplasms","Male",66,3246,4827,18256,180107,340044,588990,983564,"2019","Wpr"
"2A01",3,"Mouth and oropharynx cancers","Male",0,0,47,609,8738,13549,16656,19848,"2019","Wpr"
"2A01a",4,"Lip and oral cavity","Male",0,0,17,145,2240,4443,6227,9147,"2019","Wpr"
"2A01b",4,"Nasopharynx","Male",0,0,25,442,5620,7013,7424,5987,"2019","Wpr"
"2A01c",4,"Other pharynx","Male",0,0,4,21,878,2094,3005,4713,"2019","Wpr"
"2A02",3,"Oesophagus cancer","Male",0,0,0,141,11057,36002,65869,90851,"2019","Wpr"
"2A03",3,"Stomach cancer","Male",0,0,3,987,24160,53650,97715,157773,"2019","Wpr"
"2A04",3,"Colon and rectum cancers","Male",0,0,30,1408,20024,31416,53081,102793,"2019","Wpr"
"2A05",3,"Liver cancer","Male",5,164,124,1670,36748,46243,51034,58276,"2019","Wpr"
"2A05a",4,"Liver cancer secondary to hepatitis B","Male",0,0,43,1444,29743,33273,31539,25124,"2019","Wpr"
"2A05b",4,"Liver cancer secondary to hepatitis C","Male",0,0,0,18,1635,4418,8184,19825,"2019","Wpr"
"2A05c",4,"Liver cancer secondary to alcohol use","Male",0,0,0,37,2942,5495,7705,8347,"2019","Wpr"
"2A05d",4,"Other liver cancer","Male",5,164,81,172,2428,3057,3606,4980,"2019","Wpr"
"2A06",3,"Pancreas cancer","Male",0,0,3,257,7932,15406,26800,42969,"2019","Wpr"
"2A07",3,"Trachea, bronchus, lung cancers","Male",0,0,21,1241,30767,88299,183511,295562,"2019","Wpr"
"2A08",3,"Melanoma and other skin cancers","Male",0,4,9,138,1338,1723,3378,7492,"2019","Wpr"
"2A08a",4,"Malignant skin melanoma","Male",0,4,7,65,714,897,836,1919,"2019","Wpr"
"2A08b",4,"Non-melanoma skin cancer","Male",0,0,2,74,623,826,2542,5572,"2019","Wpr"
"2A09",3,"Breast cancer","Male",0,0,0,20,304,666,1081,959,"2019","Wpr"
"2A10",3,"Cervix uteri cancer","Male",0,0,0,0,0,0,0,0,"2019","Wpr"
"2A11",3,"Corpus uteri cancer","Male",0,0,0,0,0,0,0,0,"2019","Wpr"
"2A12",3,"Ovary cancer","Male",0,0,0,0,0,0,0,0,"2019","Wpr"
"2A13",3,"Prostate cancer","Male",0,0,0,122,920,2949,13242,62003,"2019","Wpr"
"2A14",3,"Testicular cancer","Male",1,30,19,213,428,151,237,478,"2019","Wpr"
"2A15",3,"Kidney cancer","Male",3,171,84,224,2577,4350,5957,12929,"2019","Wpr"
"2A16",3,"Bladder cancer","Male",0,0,5,73,1459,3233,8002,27786,"2019","Wpr"
"2A17",3,"Brain and nervous system cancers","Male",14,635,1185,2130,8136,8208,10304,11048,"2019","Wpr"
"2A18",3,"Gallbladder and biliary tract cancer","Male",0,0,0,50,1563,3470,6888,18925,"2019","Wpr"
"2A19",3,"Larynx cancer","Male",0,0,2,41,1223,3598,6156,8131,"2019","Wpr"
"2A20",3,"Thyroid cancer","Male",0,0,16,90,490,1039,951,2847,"2019","Wpr"
"2A21",3,"Mesothelioma","Male",0,0,1,36,418,656,753,2145,"2019","Wpr"
"2A22",3,"Lymphomas, multiple myeloma","Male",0,127,364,1541,6300,9561,14051,23933,"2019","Wpr"
"2A22a",4,"Hodgkin lymphoma","Male",0,7,31,139,399,423,566,714,"2019","Wpr"
"2A22b",4,"Non-Hodgkin lymphoma","Male",0,120,333,1273,5067,7384,10259,17360,"2019","Wpr"
"2A22c",4,"Multiple myeloma","Male",0,0,0,129,834,1754,3226,5859,"2019","Wpr"
"2A23",3,"Leukaemia","Male",27,1571,2116,4878,8722,6725,9304,15074,"2019","Wpr"
"2A24",3,"Other malignant neoplasms","Male",17,545,795,2387,6803,9150,14020,21742,"2019","Wpr"
"2B",2,"Other neoplasms","Male",2,34,72,200,840,1229,2812,10272,"2019","Wpr"
"2C",2,"Diabetes mellitus","Male",3,103,57,759,8727,18088,32883,65509,"2019","Wpr"
"2D",2,"Endocrine, blood, immune disorders","Male",128,990,475,1146,2941,2799,4290,14037,"2019","Wpr"
"2D01",3,"Thalassaemias","Male",21,243,198,360,514,257,69,4,"2019","Wpr"
"2D02",3,"Sickle cell disorders and trait","Male",0,2,3,7,6,1,0,0,"2019","Wpr"
"2D03",3,"Other haemoglobinopathies and haemolytic anaemias","Male",2,12,36,213,466,641,1357,3546,"2019","Wpr"
"2D04",3,"Other endocrine, blood and immune disorders","Male",104,732,238,566,1954,1901,2864,10487,"2019","Wpr"
"2E",2,"Mental and substance use disorders","Male",0,0,2,2945,13554,7751,6759,8543,"2019","Wpr"
"2E01",3,"Depressive disorders","Male",0,0,0,0,0,0,0,0,"2019","Wpr"
"2E01a",4,"Major depressive disorder","Male",0,0,0,0,0,0,0,0,"2019","Wpr"
"2E01b",4,"Dysthymia","Male",0,0,0,0,0,0,0,0,"2019","Wpr"
"2E02",3,"Bipolar disorder","Male",0,0,0,0,3,5,13,27,"2019","Wpr"
"2E03",3,"Schizophrenia","Male",0,0,1,12,76,102,167,263,"2019","Wpr"
"2E04",3,"Alcohol use disorders","Male",0,0,0,1129,9028,5856,3591,2201,"2019","Wpr"
"2E05",3,"Drug use disorders","Male",0,0,0,1795,4416,1771,2959,6006,"2019","Wpr"
"2E05a",4,"Opioid use disorders","Male",0,0,0,1203,2914,1198,2306,4688,"2019","Wpr"
"2E05b",4,"Cocaine use disorders","Male",0,0,0,30,104,30,28,15,"2019","Wpr"
"2E05c",4,"Amphetamine use disorders","Male",0,0,0,100,189,21,17,7,"2019","Wpr"
"2E05d",4,"Cannabis use disorders","Male",0,0,0,0,0,0,0,0,"2019","Wpr"
"2E05e",4,"Other drug use disorders","Male",0,0,0,462,1209,523,608,1297,"2019","Wpr"
"2E06",3,"Anxiety disorders","Male",0,0,0,1,2,2,0,3,"2019","Wpr"
"2E07",3,"Eating disorders","Male",0,0,0,4,14,0,0,0,"2019","Wpr"
"2E08",3,"Autism and Asperger syndrome","Male",0,0,0,0,0,0,0,0,"2019","Wpr"
"2E09",3,"Childhood behavioural disorders","Male",0,0,0,0,0,0,0,0,"2019","Wpr"
"2E09a",4,"Attention deficit/hyperactivity syndrome","Male",0,0,0,0,0,0,0,0,"2019","Wpr"
"2E09b",4,"Conduct disorder","Male",0,0,0,0,0,0,0,0,"2019","Wpr"
"2E10",3,"Idiopathic intellectual disability","Male",0,0,2,3,14,16,28,44,"2019","Wpr"
"2E11",3,"Other mental and behavioural disorders","Male",0,0,0,0,0,0,0,0,"2019","Wpr"
"2F",2,"Neurological conditions","Male",1,559,835,3347,6708,9807,26524,188098,"2019","Wpr"
"2F01",3,"Alzheimer disease and other dementias","Male",0,0,57,74,703,4179,15629,127965,"2019","Wpr"
"2F02",3,"Parkinson disease","Male",0,0,0,7,450,1602,5930,49632,"2019","Wpr"
"2F03",3,"Epilepsy","Male",0,291,408,1933,3337,1410,1069,1674,"2019","Wpr"
"2F04",3,"Multiple sclerosis","Male",0,0,0,22,316,334,288,238,"2019","Wpr"
"2F05",3,"Migraine","Male",0,0,0,0,0,0,0,0,"2019","Wpr"
"2F06",3,"Non-migraine headache","Male",0,0,0,0,0,0,0,0,"2019","Wpr"
"2F07",3,"Other neurological conditions","Male",1,268,370,1311,1902,2283,3608,8589,"2019","Wpr"
"2G",2,"Sense organ diseases","Male",0,0,1,2,4,1,3,20,"2019","Wpr"
"2H",2,"Cardiovascular diseases","Male",110,1459,970,16285,177388,308711,591289,1921558,"2019","Wpr"
"2H01",3,"Rheumatic heart disease","Male",0,47,171,697,2666,3544,6362,19137,"2019","Wpr"
"2H02",3,"Hypertensive heart disease","Male",0,0,2,432,7224,14917,32333,134058,"2019","Wpr"
"2H03",3,"Ischaemic heart disease","Male",0,0,27,7212,84463,135377,237059,795755,"2019","Wpr"
"2H04",3,"Stroke","Male",33,416,349,5861,73950,144781,297721,895714,"2019","Wpr"
"2H04a",4,"Ischaemic stroke","Male",6,49,29,558,11423,36865,115042,484819,"2019","Wpr"
"2H04b",4,"Haemorrhagic stroke","Male",27,367,320,5303,62527,107916,182679,410895,"2019","Wpr"
"2H05",3,"Cardiomyopathy, myocarditis, endocarditis","Male",38,750,266,1368,4633,4016,5218,14051,"2019","Wpr"
"2H06",3,"Other circulatory diseases","Male",39,247,155,715,4453,6076,12596,62843,"2019","Wpr"
"2I",2,"Respiratory diseases","Male",0,407,372,1734,12765,33592,107746,606900,"2019","Wpr"
"2I01",3,"Chronic obstructive pulmonary disease","Male",0,19,41,660,8066,26913,95307,546577,"2019","Wpr"
"2I02",3,"Asthma","Male",0,305,195,615,1979,2605,5493,17420,"2019","Wpr"
"2I03",3,"Other respiratory diseases","Male",0,82,136,458,2720,4074,6946,42903,"2019","Wpr"
"2J",2,"Digestive diseases","Male",94,1577,456,3707,42282,51452,58854,112052,"2019","Wpr"
"2J01",3,"Peptic ulcer disease","Male",0,24,36,336,2847,4211,7164,18839,"2019","Wpr"
"2J02",3,"Cirrhosis of the liver","Male",0,118,122,2037,33037,39198,37782,42300,"2019","Wpr"
"2J02a",4,"Cirrhosis due to hepatitis B","Male",0,1,4,427,10787,11159,9315,10844,"2019","Wpr"
"2J02b",4,"Cirrhosis due to hepatitis C","Male",0,1,5,550,10987,12207,11510,12979,"2019","Wpr"
"2J02c",4,"Cirrhosis due to alcohol use","Male",0,0,0,136,6669,10503,10601,8952,"2019","Wpr"
"2J02d",4,"Other liver cirrhosis","Male",0,116,113,925,4594,5330,6357,9525,"2019","Wpr"
"2J03",3,"Appendicitis","Male",0,22,50,79,170,159,215,642,"2019","Wpr"
"2J04",3,"Gastritis and duodenitis","Male",0,17,12,65,668,1203,2270,6162,"2019","Wpr"
"2J05",3,"Paralytic ileus and intestinal obstruction","Male",83,1119,101,244,796,1106,2210,10711,"2019","Wpr"
"2J06",3,"Inflammatory bowel disease","Male",0,46,19,54,231,304,502,1777,"2019","Wpr"
"2J07",3,"Gallbladder and biliary diseases","Male",0,14,11,69,501,841,1831,9484,"2019","Wpr"
"2J08",3,"Pancreatitis","Male",0,3,20,571,2284,1672,1915,3619,"2019","Wpr"
"2J09",3,"Other digestive diseases","Male",11,214,84,252,1748,2758,4964,18518,"2019","Wpr"
"2K",2,"Genitourinary diseases","Male",3,424,451,3095,17014,22470,38024,107432,"2019","Wpr"
"2K01",3,"Kidney diseases","Male",0,337,385,2820,15697,20668,34830,94274,"2019","Wpr"
"2K01a",4,"Acute glomerulonephritis","Male",0,38,56,160,589,551,879,1822,"2019","Wpr"
"2K01b",4,"Chronic kidney disease due to diabetes","Male",0,5,16,670,6736,9215,14261,29455,"2019","Wpr"
"2K01c",4,"Other chronic kidney disease","Male",0,294,313,1990,8372,10903,19690,62997,"2019","Wpr"
"2K02",3,"Benign prostatic hyperplasia","Male",0,0,0,0,7,25,155,888,"2019","Wpr"
"2K03",3,"Urolithiasis","Male",0,1,2,15,114,212,357,1050,"2019","Wpr"
"2K04",3,"Other urinary diseases","Male",3,85,63,259,1196,1565,2682,11220,"2019","Wpr"
"2K05",3,"Infertility","Male",0,0,0,0,0,0,0,0,"2019","Wpr"
"2K06",3,"Gynecological diseases","Male",0,0,0,0,0,0,0,0,"2019","Wpr"
"2L",2,"Skin diseases","Male",0,98,30,131,554,670,1156,4866,"2019","Wpr"
"2M",2,"Musculoskeletal diseases","Male",0,0,64,284,834,1105,2216,8471,"2019","Wpr"
"2M01",3,"Rheumatoid arthritis","Male",0,0,6,24,186,406,1017,3609,"2019","Wpr"
"2M02",3,"Osteoarthritis","Male",0,0,1,0,11,7,32,240,"2019","Wpr"
"2M03",3,"Gout","Male",0,0,0,0,43,67,138,151,"2019","Wpr"
"2M04",3,"Back and neck pain","Male",0,0,0,1,6,22,66,534,"2019","Wpr"
"2M05",3,"Other musculoskeletal disorders","Male",0,0,57,259,589,603,963,3938,"2019","Wpr"
"2N",2,"Congenital anomalies","Male",13622,12751,1749,2600,2046,692,487,394,"2019","Wpr"
"2N01",3,"Neural tube defects","Male",1016,903,20,24,38,16,12,3,"2019","Wpr"
"2N02",3,"Cleft lip and cleft palate","Male",109,54,0,0,0,0,0,0,"2019","Wpr"
"2N03",3,"Down syndrome","Male",362,487,34,58,108,80,58,9,"2019","Wpr"
"2N04",3,"Congenital heart anomalies","Male",6510,8215,1341,2076,1586,446,261,180,"2019","Wpr"
"2N05",3,"Other chromosomal anomalies","Male",408,240,24,69,67,20,18,68,"2019","Wpr"
"2N06",3,"Other congenital anomalies","Male",5217,2853,329,372,246,128,138,133,"2019","Wpr"
"2O",2,"Oral conditions","Male",0,0,2,2,8,6,9,63,"2019","Wpr"
"2P",2,"Sudden infant death syndrome","Male",64,1479,0,0,0,0,0,0,"2019","Wpr"
"3",1,"Injuries","Male",2085,13091,15602,95891,183734,102454,87854,143936,"2019","Wpr"
"3A",2,"Unintentional injuries","Male",2084,12679,14475,73486,141523,80399,68090,116998,"2019","Wpr"
"3A01",3,"Road injury","Male",72,2142,4700,44401,82777,43114,33322,28707,"2019","Wpr"
"3A02",3,"Poisonings","Male",59,418,453,2245,4099,2796,2876,3870,"2019","Wpr"
"3A03",3,"Falls","Male",113,1248,1046,5974,18537,14784,14781,47910,"2019","Wpr"
"3A04",3,"Fire, heat and hot substances","Male",21,500,238,690,1658,1070,1328,3660,"2019","Wpr"
"3A05",3,"Drowning","Male",83,3727,6437,9391,9191,4989,5091,9980,"2019","Wpr"
"3A06",3,"Exposure to mechanical forces","Male",232,711,452,3797,9795,5154,2987,2540,"2019","Wpr"
"3A07",3,"Natural disasters","Male",1,9,21,52,75,36,33,36,"2019","Wpr"
"3A08",3,"Other unintentional injuries","Male",1503,3924,1128,6936,15390,8455,7672,20296,"2019","Wpr"
"3B",2,"Intentional injuries","Male",1,412,1127,22404,42211,22055,19764,26937,"2019","Wpr"
"3B01",3,"Self-harm","Male",0,0,569,15330,31368,18653,17896,25667,"2019","Wpr"
"3B02",3,"Interpersonal violence","Male",0,387,518,6566,10100,3277,1822,1245,"2019","Wpr"
"3B03",3,"Collective violence and legal intervention","Male",1,25,40,509,742,126,45,25,"2019","Wpr"
"0",0,"All Causes","Female",55838,58063,20786,62640,294314,454197,884782,4044049,"2019","Wpr"
"1",1,"Communicable & Nutritional","Female",43600,31379,5196,11009,24489,16289,25265,240624,"2019","Wpr"
"1A",2,"Infectious and parasitic diseases","Female",1720,15784,4105,5811,15183,10226,10774,37756,"2019","Wpr"
"1A01",3,"Tuberculosis","Female",0,4190,1198,3017,5046,3131,3627,8313,"2019","Wpr"
"1A02",3,"STDs excluding HIV","Female",1093,392,12,27,93,77,115,383,"2019","Wpr"
"1A02a",4,"Syphilis","Female",1093,392,11,4,11,10,20,83,"2019","Wpr"
"1A02b",4,"Chlamydia","Female",0,0,0,3,11,11,12,26,"2019","Wpr"
"1A02c",4,"Gonorrhoea","Female",0,0,1,7,31,31,48,68,"2019","Wpr"
"1A02d",4,"Trichomoniasis","Female",0,0,0,0,0,0,0,0,"2019","Wpr"
"1A02e",4,"Genital herpes","Female",0,0,0,0,0,0,0,0,"2019","Wpr"
"1A02f",4,"Other STDs","Female",0,0,1,13,39,25,35,206,"2019","Wpr"
"1A03",3,"HIV/AIDS","Female",4,332,69,533,5532,2534,815,212,"2019","Wpr"
"1A04",3,"Diarrhoeal diseases","Female",238,4709,545,623,644,605,1088,6584,"2019","Wpr"
"1A05",3,"Childhood-cluster diseases","Female",145,3003,343,54,68,54,73,161,"2019","Wpr"
"1A05a",4,"Whooping cough","Female",0,1713,69,13,9,5,0,1,"2019","Wpr"
"1A05b",4,"Diphtheria","Female",0,5,4,1,2,1,0,1,"2019","Wpr"
"1A05c",4,"Measles","Female",0,1278,252,19,8,2,0,0,"2019","Wpr"
"1A05d",4,"Tetanus","Female",145,7,18,21,49,46,73,159,"2019","Wpr"
"1A06",3,"Meningitis","Female",131,668,287,299,372,271,410,1077,"2019","Wpr"
"1A07",3,"Encephalitis","Female",27,454,163,176,265,214,239,572,"2019","Wpr"
"1A08",3,"Hepatitis","Female",0,63,20,77,266,349,598,2798,"2019","Wpr"
"1A08a",4,"Acute hepatitis A","Female",0,14,7,21,41,45,35,206,"2019","Wpr"
"1A08b",4,"Acute hepatitis B","Female",0,44,11,46,180,230,426,1242,"2019","Wpr"
"1A08c",4,"Acute hepatitis C","Female",0,2,2,6,33,67,126,1319,"2019","Wpr"
"1A08d",4,"Acute hepatitis E","Female",0,2,1,4,12,7,12,31,"2019","Wpr"
"1A09",3,"Parasitic and vector diseases","Female",2,1528,1395,721,2406,2425,2598,2505,"2019","Wpr"
"1A09a",4,"Malaria","Female",0,691,81,170,231,162,113,58,"2019","Wpr"
"1A09b",4,"Trypanosomiasis","Female",0,0,0,0,0,0,0,0,"2019","Wpr"
"1A09c",4,"Chagas disease","Female",0,0,0,0,0,0,0,0,"2019","Wpr"
"1A09d",4,"Schistosomiasis","Female",0,0,0,4,25,40,63,117,"2019","Wpr"
"1A09e",4,"Leishmaniasis","Female",0,0,0,0,0,0,0,0,"2019","Wpr"
"1A09f",4,"Lymphatic filariasis","Female",0,0,0,0,0,0,0,0,"2019","Wpr"
"1A09g",4,"Onchocerciasis","Female",0,0,0,0,0,0,0,0,"2019","Wpr"
"1A09h",4,"Cysticercosis","Female",0,1,9,32,130,102,104,130,"2019","Wpr"
"1A09i",4,"Echinococcosis","Female",0,9,23,20,126,159,226,589,"2019","Wpr"
"1A09j",4,"Dengue","Female",2,308,151,73,84,42,36,45,"2019","Wpr"
"1A09k",4,"Trachoma","Female",0,0,0,0,0,0,0,0,"2019","Wpr"
"1A09l",4,"Yellow fever","Female",0,0,0,0,0,0,0,0,"2019","Wpr"
"1A09m",4,"Rabies","Female",0,519,1129,423,1810,1921,2057,1566,"2019","Wpr"
"1A10",3,"Intestinal nematode infections","Female",0,7,6,1,3,2,3,12,"2019","Wpr"
"1A10a",4,"Ascariasis","Female",0,7,6,1,3,2,3,12,"2019","Wpr"
"1A10b",4,"Trichuriasis","Female",0,0,0,0,0,0,0,0,"2019","Wpr"
"1A10c",4,"Hookworm disease","Female",0,0,0,0,0,0,0,0,"2019","Wpr"
"1A10d",4,"Food-bourne trematodes","Female",0,0,0,0,0,0,0,0,"2019","Wpr"
"1A11",3,"Leprosy","Female",0,0,0,2,3,1,0,4,"2019","Wpr"
"1A12",3,"Other infectious diseases","Female",80,439,67,280,484,563,1208,15136,"2019","Wpr"
"1B",2,"Respiratory Infectious","Female",3383,11288,979,1612,4201,5607,13681,188543,"2019","Wpr"
"1B01",3,"Lower respiratory infections","Female",3379,11227,966,1603,4165,5565,13588,187381,"2019","Wpr"
"1B02",3,"Upper respiratory infections","Female",5,60,10,7,32,35,89,1148,"2019","Wpr"
"1B03",3,"Otitis media","Female",0,1,3,2,4,7,5,14,"2019","Wpr"
"1C",2,"Maternal conditions","Female",0,0,0,3342,4596,0,0,0,"2019","Wpr"
"1D",2,"Neonatal conditions","Female",38497,3717,2,1,0,1,0,0,"2019","Wpr"
"1D01",3,"Preterm birth complications","Female",18071,1723,0,0,0,0,0,0,"2019","Wpr"
"1D02",3,"Birth asphyxia and birth trauma","Female",13430,828,0,0,0,0,0,0,"2019","Wpr"
"1D03",3,"Neonatal sepsis and infections","Female",3981,144,2,1,0,1,0,0,"2019","Wpr"
"1D04",3,"Other neonatal conditions","Female",3014,1023,0,0,0,0,0,0,"2019","Wpr"
"1E",2,"Nutritional deficiencies","Female",0,588,110,243,509,455,810,14324,"2019","Wpr"
"1E01",3,"Protein-energy malnutrition","Female",0,502,68,90,209,222,414,9502,"2019","Wpr"
"1E02",3,"Iodine deficiency","Female",0,0,0,0,0,0,0,3,"2019","Wpr"
"1E03",3,"Vitamin A deficiency","Female",0,0,0,0,0,0,2,0,"2019","Wpr"
"1E04",3,"Iron-deficiency anaemia","Female",0,0,28,123,236,163,246,1903,"2019","Wpr"
"1E05",3,"Other nutritional deficiencies","Female",0,86,14,30,64,70,148,2916,"2019","Wpr"
"2",1,"Noncommunicable","Female",10667,17036,8292,29490,221436,402159,817633,3670497,"2019","Wpr"
"2A",2,"Malignant neoplasms","Female",56,2557,3792,11604,116299,193291,307044,624252,"2019","Wpr"
"2A01",3,"Mouth and oropharynx cancers","Female",0,0,55,244,2448,3521,4731,9063,"2019","Wpr"
"2A01a",4,"Lip and oral cavity","Female",0,0,20,74,696,1144,1779,5044,"2019","Wpr"
"2A01b",4,"Nasopharynx","Female",0,0,32,153,1568,2045,2438,2870,"2019","Wpr"
"2A01c",4,"Other pharynx","Female",0,0,3,17,185,332,514,1149,"2019","Wpr"
"2A02",3,"Oesophagus cancer","Female",0,0,0,54,1334,5010,15323,37685,"2019","Wpr"
"2A03",3,"Stomach cancer","Female",0,0,5,685,9948,17506,34265,83360,"2019","Wpr"
"2A04",3,"Colon and rectum cancers","Female",0,0,29,687,9458,16513,29481,82093,"2019","Wpr"
"2A05",3,"Liver cancer","Female",3,150,106,437,6101,11037,18194,35875,"2019","Wpr"
"2A05a",4,"Liver cancer secondary to hepatitis B","Female",0,0,16,254,3234,4651,6211,7220,"2019","Wpr"
"2A05b",4,"Liver cancer secondary to hepatitis C","Female",0,0,0,15,948,2956,6505,19755,"2019","Wpr"
"2A05c",4,"Liver cancer secondary to alcohol use","Female",0,0,0,10,560,1319,2353,3156,"2019","Wpr"
"2A05d",4,"Other liver cancer","Female",3,150,90,159,1358,2111,3126,5744,"2019","Wpr"
"2A06",3,"Pancreas cancer","Female",0,0,1,119,3041,8160,17478,42082,"2019","Wpr"
"2A07",3,"Trachea, bronchus, lung cancers","Female",0,0,16,676,15600,35631,71003,143893,"2019","Wpr"
"2A08",3,"Melanoma and other skin cancers","Female",0,4,17,126,1046,1592,2613,7350,"2019","Wpr"
"2A08a",4,"Malignant skin melanoma","Female",0,4,13,63,463,591,775,2021,"2019","Wpr"
"2A08b",4,"Non-melanoma skin cancer","Female",0,0,4,63,582,1001,1837,5329,"2019","Wpr"
"2A09",3,"Breast cancer","Female",0,0,2,624,23571,34276,34700,41477,"2019","Wpr"
"2A10",3,"Cervix uteri cancer","Female",0,0,1,577,13507,17643,16295,17401,"2019","Wpr"
"2A11",3,"Corpus uteri cancer","Female",0,0,1,108,2328,4092,5510,6945,"2019","Wpr"
"2A12",3,"Ovary cancer","Female",0,0,61,482,5554,9903,11541,12681,"2019","Wpr"
"2A13",3,"Prostate cancer","Female",0,0,0,0,0,0,0,0,"2019","Wpr"
"2A14",3,"Testicular cancer","Female",0,0,0,0,0,0,0,0,"2019","Wpr"
"2A15",3,"Kidney cancer","Female",3,140,65,122,794,1362,2628,7724,"2019","Wpr"
